id;Name;Type;Date;Status;Town;Province;lat;lon;Last_update
Donetsk Oblast;БРМ-1К;AIFV;28.02.2022;DESTROYED;БУГАС;ДОНЕЦКАЯ ОБЛАСТЬ;47.634783;37.561275;12.05.2022
Donetsk Oblast;БМП-1КШ;AIFV;02.03.2022;DESTROYED;ВОЛНОВАХА;ДОНЕЦКАЯ ОБЛАСТЬ;47.598505;37.483512;12.05.2022
Kyiv Oblast;БМП-1ТС;AIFV;04.03.2022;DESTROYED;МАКАРОВ;КИЕВСКАЯ ОБЛАСТЬ;50.467221;29.814851;12.05.2022
Donetsk Oblast;БМП-1;AIFV;05.03.2022;DESTROYED;КАЛЬЧИНОВКА;ДОНЕЦКАЯ ОБЛАСТЬ;47.350722;37.136139;12.05.2022
Donetsk Oblast;БМП-1;AIFV;06.03.2022;CAPTURED;ДОНСКОЕ;ДОНЕЦКАЯ ОБЛАСТЬ;47.514305;37.536670;12.05.2022
Luhansk Oblast;БРМ-1К;AIFV;06.03.2022;CAPTURED;;ЛУГАНСКАЯ ОБЛАСТЬ;48.573905;39.307642;12.05.2022
Luhansk Oblast;БМП-1;AIFV;06.03.2022;CAPTURED;;ЛУГАНСКАЯ ОБЛАСТЬ;48.573905;39.307642;12.05.2022
Donetsk Oblast;БРМ-1К;AIFV;06.03.2022;DESTROYED;ВОЛНОВАХА;ДОНЕЦКАЯ ОБЛАСТЬ;47.598505;37.483512;12.05.2022
Donetsk Oblast;БРМ-1К;AIFV;10.03.2022;CAPTURED;НОВОТРОИЦКОЕ;ДОНЕЦКАЯ ОБЛАСТЬ;47.717179;37.576160;12.05.2022
Donetsk Oblast;БМП-2;AIFV;11.03.2022;CAPTURED;ВОЛНОВАХА;ДОНЕЦКАЯ ОБЛАСТЬ;47.598505;37.483512;12.05.2022
Donetsk Oblast;БМП-1;AIFV;11.03.2022;DESTROYED;ВОЛНОВАХА;ДОНЕЦКАЯ ОБЛАСТЬ;47.594667;37.501278;12.05.2022
Donetsk Oblast;БРМ-1К;AIFV;11.03.2022;DESTROYED;ВОЛНОВАХА;ДОНЕЦКАЯ ОБЛАСТЬ;47.612111;37.486278;12.05.2022
Donetsk Oblast;БМП-2;AIFV;11.03.2022;DESTROYED;ВОЛНОВАХА;ДОНЕЦКАЯ ОБЛАСТЬ;47.611389;37.486667;12.05.2022
Kyiv Oblast;БМП-1;AIFV;25.03.2022;DESTROYED;ОБУХОВИЧИ;КИЕВСКАЯ ОБЛАСТЬ;50.993000;29.770611;12.05.2022
Donetsk Oblast;БМП-1;AIFV;11.03.2022;DESTROYED;ВОЛНОВАХА;ДОНЕЦКАЯ ОБЛАСТЬ;47.610944;37.488528;12.05.2022
Donetsk Oblast;БМП-2;AIFV;11.03.2022;DESTROYED;ВОЛНОВАХА;ДОНЕЦКАЯ ОБЛАСТЬ;47.598505;37.483512;12.05.2022
Donetsk Oblast;БМП-1;AIFV;11.03.2022;DESTROYED;ВОЛНОВАХА;ДОНЕЦКАЯ ОБЛАСТЬ;47.598505;37.483512;12.05.2022
Donetsk Oblast;БМП-2;AIFV;11.03.2022;DESTROYED;ВОЛНОВАХА;ДОНЕЦКАЯ ОБЛАСТЬ;47.598505;37.483512;12.05.2022
Luhansk Oblast;БМП-1;AIFV;14.03.2022;CAPTURED;;ЛУГАНСКАЯ ОБЛАСТЬ;48.573905;39.307642;12.05.2022
Donetsk Oblast;БРМ-1К;AIFV;14.03.2022;CAPTURED;;ДОНЕЦКАЯ ОБЛАСТЬ;48.015877;37.802850;12.05.2022
Luhansk Oblast;БМП-1;AIFV;17.03.2022;CAPTURED;;ЛУГАНСКАЯ ОБЛАСТЬ;48.573905;39.307642;12.05.2022
Donetsk Oblast;БМП-1;AIFV;20.03.2022;DESTROYED;СТЕПНОЕ;ДОНЕЦКАЯ ОБЛАСТЬ;47.788528;37.554917;12.05.2022
Donetsk Oblast;БМП-1;AIFV;20.03.2022;DESTROYED;СТЕПНОЕ;ДОНЕЦКАЯ ОБЛАСТЬ;47.788528;37.554917;12.05.2022
Donetsk Oblast;БРМ-1К;AIFV;03.05.2022;CAPTURED;ВОЛНОВАХА;ДОНЕЦКАЯ ОБЛАСТЬ;47.598505;37.483512;12.05.2022
Luhansk Oblast;БМП-1;AIFV;25.03.2022;DESTROYED;СТАРОБЕЛЬСК;ЛУГАНСКАЯ ОБЛАСТЬ;49.282243;38.897393;12.05.2022
Luhansk Oblast;БМП-1;AIFV;25.03.2022;DESTROYED;СТАРОБЕЛЬСК;ЛУГАНСКАЯ ОБЛАСТЬ;49.282243;38.897393;12.05.2022
Zaporizhia Oblast;БМП-1;AIFV;25.03.2022;DESTROYED;ТЕРПЕНИЕ;ЗАПОРОЖСКАЯ ОБЛАСТЬ;46.987347;35.423455;12.05.2022
Sumy Oblast;БМП-1;AIFV;24.02.2022;DESTROYED;БЕРЁЗА;СУМСКАЯ ОБЛАСТЬ;51.715806;33.871694;12.05.2022
Donetsk Oblast;БМП-1;AIFV;10.03.2022;DESTROYED;НОВОТРОИЦКОЕ;ДОНЕЦКАЯ ОБЛАСТЬ;47.717179;37.576160;12.05.2022
Donetsk Oblast;БМП-1;AIFV;11.03.2022;DESTROYED;ВОЛНОВАХА;ДОНЕЦКАЯ ОБЛАСТЬ;47.598505;37.483512;12.05.2022
Donetsk Oblast;БМП-2;AIFV;03.04.2022;CAPTURED;НОВОБАХМУТОВКА;ДОНЕЦКАЯ ОБЛАСТЬ;48.248958;37.781937;12.05.2022
Kherson Oblast;БМП-1;AIFV;02.04.2022;CAPTURED;;ХЕРСОНСКАЯ ОБЛАСТЬ;46.611373;32.719687;12.05.2022
Kyiv Oblast;БМП-1;AIFV;02.04.2022;DESTROYED;ЛИПОВКА;КИЕВСКАЯ ОБЛАСТЬ;50.507424;29.810188;12.05.2022
Donetsk Oblast;БМП-1;AIFV;01.04.2022;DESTROYED;МАРЬИНКА;ДОНЕЦКАЯ ОБЛАСТЬ;47.941527;37.503918;12.05.2022
Donetsk Oblast;БМП-1;AIFV;01.04.2022;DESTROYED;МАРЬИНКА;ДОНЕЦКАЯ ОБЛАСТЬ;47.941527;37.503918;12.05.2022
Donetsk Oblast;БРМ-1К;AIFV;06.04.2022;DESTROYED;;ДОНЕЦКАЯ ОБЛАСТЬ;48.015877;37.802850;12.05.2022
Donetsk Oblast;БМП-1;AIFV;28.03.2022;CAPTURED;;ДОНЕЦКАЯ ОБЛАСТЬ;48.015877;37.802850;12.05.2022
Donetsk Oblast;БМП-1;AIFV;28.03.2022;CAPTURED;;ДОНЕЦКАЯ ОБЛАСТЬ;48.015877;37.802850;12.05.2022
Luhansk Oblast;БМП-1;AIFV;06.04.2022;CAPTURED;;ЛУГАНСКАЯ ОБЛАСТЬ;48.573905;39.307642;12.05.2022
Luhansk Oblast;БМП-2;AIFV;25.03.2022;DESTROYED;СТАРОБЕЛЬСК;ЛУГАНСКАЯ ОБЛАСТЬ;49.282243;38.897393;12.05.2022
Zaporizhia Oblast;БМП-1;AIFV;11.04.2022;CAPTURED;ТЕРПЕНИЕ;ЗАПОРОЖСКАЯ ОБЛАСТЬ;46.987347;35.423455;12.05.2022
Chernihiv Oblast;БМП-1;AIFV;07.03.2022;DESTROYED;ИВАНОВКА;ЧЕРНИГОВСКАЯ ОБЛАСТЬ;51.388056;31.295028;12.05.2022
Chernihiv Oblast;БМП-1;AIFV;07.03.2022;DESTROYED;ИВАНОВКА;ЧЕРНИГОВСКАЯ ОБЛАСТЬ;51.388056;31.295028;12.05.2022
Kyiv Oblast;БМП-1;AIFV;06.04.2022;DESTROYED;ФЕНЕВИЧИ;КИЕВСКАЯ ОБЛАСТЬ;50.832194;30.075861;12.05.2022
Donetsk Oblast;БМП-1;AIFV;07.04.2022;DESTROYED;МАЛЫЙ КЕРМЕНЧИК;ДОНЕЦКАЯ ОБЛАСТЬ;47.630781;36.982374;12.05.2022
;БМП-1У;AIFV;09.04.2022;CAPTURED;;;;;12.05.2022
Donetsk Oblast;БМП-1;AIFV;14.04.2022;CAPTURED;;ДОНЕЦКАЯ ОБЛАСТЬ;48.015877;37.802850;12.05.2022
Donetsk Oblast;БМП-1КШ;AIFV;14.04.2022;CAPTURED;;ДОНЕЦКАЯ ОБЛАСТЬ;48.015877;37.802850;12.05.2022
Kyiv Oblast;БМП-1;AIFV;09.04.2022;DESTROYED;;КИЕВСКАЯ ОБЛАСТЬ;50.450458;30.523460;12.05.2022
Sumy Oblast;БМП-1;AIFV;24.02.2022;DESTROYED;БЕРЁЗА;СУМСКАЯ ОБЛАСТЬ;51.715806;33.871694;12.05.2022
Sumy Oblast;БМП-1;AIFV;24.02.2022;DESTROYED;БЕРЁЗА;СУМСКАЯ ОБЛАСТЬ;51.715806;33.871694;12.05.2022
Sumy Oblast;БМП-1;AIFV;24.02.2022;DESTROYED;БЕРЁЗА;СУМСКАЯ ОБЛАСТЬ;51.715806;33.871694;12.05.2022
Donetsk Oblast;БМП-1;AIFV;18.04.2022;CAPTURED;;ДОНЕЦКАЯ ОБЛАСТЬ;48.015877;37.802850;12.05.2022
Donetsk Oblast;БМП-1;AIFV;18.04.2022;CAPTURED;;ДОНЕЦКАЯ ОБЛАСТЬ;48.015877;37.802850;12.05.2022
Donetsk Oblast;БРМ-1К;AIFV;18.04.2022;CAPTURED;;ДОНЕЦКАЯ ОБЛАСТЬ;48.015877;37.802850;12.05.2022
Kyiv Oblast;БМП-1;AIFV;17.03.2022;DESTROYED;ТЕРМАХОВКА;КИЕВСКАЯ ОБЛАСТЬ;51.017316;29.698133;12.05.2022
Donetsk Oblast;БМП-1;AIFV;21.04.2022;CAPTURED;;ДОНЕЦКАЯ ОБЛАСТЬ;48.015877;37.802850;12.05.2022
Donetsk Oblast;БМП-1;AIFV;22.04.2022;CAPTURED;;ДОНЕЦКАЯ ОБЛАСТЬ;48.015877;37.802850;12.05.2022
Donetsk Oblast;БМП-2К;AIFV;22.04.2022;CAPTURED;;ДОНЕЦКАЯ ОБЛАСТЬ;48.015877;37.802850;12.05.2022
Donetsk Oblast;БМП-2;AIFV;22.04.2022;CAPTURED;;ДОНЕЦКАЯ ОБЛАСТЬ;48.015877;37.802850;12.05.2022
Donetsk Oblast;БМП-1;AIFV;22.04.2022;CAPTURED;;ДОНЕЦКАЯ ОБЛАСТЬ;48.015877;37.802850;12.05.2022
Kherson Oblast;БМП-1;AIFV;22.04.2022;DESTROYED;АЛЕКСАНДРОВКА;ХЕРСОНСКАЯ ОБЛАСТЬ;46.611694;32.111750;12.05.2022
;БМП-1;AIFV;18.04.2022;DESTROYED;;;;;12.05.2022
Chernihiv Oblast;БМП-1;AIFV;18.04.2022;DESTROYED;;ЧЕРНИГОВСКАЯ ОБЛАСТЬ;51.491512;31.298320;12.05.2022
Kharkiv Oblast;БМП-2;AIFV;23.04.2022;DESTROYED;КАЗАЧЬЯ ЛОПАНЬ;ХАРЬКОВСКАЯ ОБЛАСТЬ;50.325917;36.156750;12.05.2022
Kharkiv Oblast;БМП-2;AIFV;23.04.2022;DESTROYED;КАЗАЧЬЯ ЛОПАНЬ;ХАРЬКОВСКАЯ ОБЛАСТЬ;50.325917;36.156750;12.05.2022
Donetsk Oblast;БМП-1;AIFV;22.04.2022;CAPTURED;;ДОНЕЦКАЯ ОБЛАСТЬ;48.015877;37.802850;12.05.2022
Donetsk Oblast;БМП-1;AIFV;25.04.2022;CAPTURED;;ДОНЕЦКАЯ ОБЛАСТЬ;48.015877;37.802850;12.05.2022
Donetsk Oblast;БМП-1;AIFV;26.04.2022;DESTROYED;ЛИМАН;ДОНЕЦКАЯ ОБЛАСТЬ;49.064820;37.819343;12.05.2022
Donetsk Oblast;БМП-1;AIFV;26.04.2022;DESTROYED;ЛИМАН;ДОНЕЦКАЯ ОБЛАСТЬ;49.064820;37.819343;12.05.2022
Donetsk Oblast;БМП-1;AIFV;26.04.2022;CAPTURED;;ДОНЕЦКАЯ ОБЛАСТЬ;48.015877;37.802850;12.05.2022
Donetsk Oblast;БМП-2;AIFV;28.04.2022;DESTROYED;ЛИМАН;ДОНЕЦКАЯ ОБЛАСТЬ;49.064820;37.819343;12.05.2022
Donetsk Oblast;БМП-2;AIFV;29.04.2022;DESTROYED;СТАРОМЛИНОВКА;ДОНЕЦКАЯ ОБЛАСТЬ;47.697819;36.824306;12.05.2022
Donetsk Oblast;БМП-1;AIFV;26.03.2022;DESTROYED;;ДОНЕЦКАЯ ОБЛАСТЬ;48.015877;37.802850;12.05.2022
Donetsk Oblast;БМП-2;AIFV;03.05.2022;DESTROYED;АВДЕЕВКА;ДОНЕЦКАЯ ОБЛАСТЬ;48.150246;37.737003;12.05.2022
Donetsk Oblast;БМП-2;AIFV;03.05.2022;DESTROYED;АВДЕЕВКА;ДОНЕЦКАЯ ОБЛАСТЬ;48.150246;37.737003;12.05.2022
Donetsk Oblast;БМП-2;AIFV;02.05.2022;DESTROYED;ЛИМАН;ДОНЕЦКАЯ ОБЛАСТЬ;48.962550;37.823299;12.05.2022
Donetsk Oblast;БМП-1;AIFV;06.05.2022;CAPTURED;;ДОНЕЦКАЯ ОБЛАСТЬ;48.015877;37.802850;12.05.2022
Luhansk Oblast;БМП-1;AIFV;06.05.2022;DESTROYED;КРЕМЕННАЯ;ЛУГАНСКАЯ ОБЛАСТЬ;49.049943;38.221114;12.05.2022
;БМП-1;AIFV;06.05.2022;CAPTURED;;;;;12.05.2022
Luhansk Oblast;БМП-1;AIFV;05.05.2022;DESTROYED;СВЕТЛИЧНОЕ;ЛУГАНСКАЯ ОБЛАСТЬ;48.764083;38.665111;12.05.2022
Luhansk Oblast;БМП-1;AIFV;05.05.2022;DESTROYED;СВЕТЛИЧНОЕ;ЛУГАНСКАЯ ОБЛАСТЬ;48.764083;38.665111;12.05.2022
Donetsk Oblast;БМП-1;AIFV;09.05.2022;CAPTURED;;ДОНЕЦКАЯ ОБЛАСТЬ;48.015877;37.802850;12.05.2022
Donetsk Oblast;БМП-1;AIFV;09.05.2022;CAPTURED;;ДОНЕЦКАЯ ОБЛАСТЬ;48.015877;37.802850;12.05.2022
Luhansk Oblast;БМП-1;AIFV;06.05.2022;CAPTURED;НИЖНЕЕ;ЛУГАНСКАЯ ОБЛАСТЬ;48.771338;38.619913;12.05.2022
Donetsk Oblast;БТР-80;APC;11.05.2022;DESTROYED;ЛИМАН;ДОНЕЦКАЯ ОБЛАСТЬ;48.962550;37.823299;14.05.2022
Donetsk Oblast;2С3;ARTY;11.05.2022;DESTROYED;МАРИУПОЛЬ;ДОНЕЦКАЯ ОБЛАСТЬ;47.096703;37.541440;14.05.2022
Kharkiv Oblast;БТР-4Е;APC;12.05.2022;DESTROYED;СТАРЫЙ САЛТОВ;ХАРЬКОВСКАЯ ОБЛАСТЬ;50.071325;36.784118;14.05.2022
Donetsk Oblast;БТР-80;APC;12.05.2022;DESTROYED;ЛИМАН;ДОНЕЦКАЯ ОБЛАСТЬ;48.962550;37.823299;14.05.2022
Donetsk Oblast;БМД-2;AIFV;13.05.2022;DESTROYED;ТРОИЦКОЕ;ДОНЕЦКАЯ ОБЛАСТЬ;48.259775;37.857800;14.05.2022
;БТР-80;APC;14.05.2022;DESTROYED;;;;;14.05.2022
;БТР-7;APC;10.05.2022;CAPTURED;;;;;14.05.2022
Donetsk Oblast;БТР-4Е;APC;11.05.2022;CAPTURED;МАРИУПОЛЬ;ДОНЕЦКАЯ ОБЛАСТЬ;47.096703;37.541440;14.05.2022
;Т-64БВ ОБР. 2017;MBT;12.05.2022;CAPTURED;;;;;14.05.2022
;Т-64БВ;MBT;13.05.2022;CAPTURED;;;;;14.05.2022
Luhansk Oblast;Т-64БВ;MBT;14.05.2022;DESTROYED;ТОШКОВКА;ЛУГАНСКАЯ ОБЛАСТЬ;48.779585;38.558773;15.05.2022
Luhansk Oblast;Т-64БВ;MBT;14.05.2022;DESTROYED;ТОШКОВКА;ЛУГАНСКАЯ ОБЛАСТЬ;48.779585;38.558773;15.05.2022
Kharkiv Oblast;2С7;ARTY;14.05.2022;DESTROYED;ОЛЬХОВКА;ХАРЬКОВСКАЯ ОБЛАСТЬ;49.987760;36.513848;17.05.2022
Zaporizhia Oblast;Т-64;MBT;15.05.2022;DESTROYED;ВИШНЕВОЕ;ЗАПОРОЖСКАЯ ОБЛАСТЬ;47.695278;36.562771;17.05.2022
Zaporizhia Oblast;Т-64;MBT;15.05.2022;DESTROYED;ВИШНЕВОЕ;ЗАПОРОЖСКАЯ ОБЛАСТЬ;47.695278;36.562771;17.05.2022
Kharkiv Oblast;Т-64;MBT;16.05.2022;DESTROYED;ИЗЮМ;ХАРЬКОВСКАЯ ОБЛАСТЬ;49.191274;37.278279;17.05.2022
Donetsk Oblast;Т-64БВ;MBT;16.05.2022;CAPTURED;ЗАЧАТОВКА;ДОНЕЦКАЯ ОБЛАСТЬ;47.497736;37.150871;17.05.2022
Zaporizhia Oblast;Т-64БВ;MBT;15.05.2022;DESTROYED;ВИШНЕВОЕ;ЗАПОРОЖСКАЯ ОБЛАСТЬ;47.695278;36.562771;17.05.2022
Zaporizhia Oblast;Т-64БВ;MBT;15.05.2022;DESTROYED;ВИШНЕВОЕ;ЗАПОРОЖСКАЯ ОБЛАСТЬ;47.695278;36.562771;17.05.2022
Zaporizhia Oblast;Т-64БВ;MBT;15.05.2022;DESTROYED;ВИШНЕВОЕ;ЗАПОРОЖСКАЯ ОБЛАСТЬ;47.695278;36.562771;17.05.2022
Zaporizhia Oblast;Т-64БВ;MBT;15.05.2022;DESTROYED;ВИШНЕВОЕ;ЗАПОРОЖСКАЯ ОБЛАСТЬ;47.695278;36.562771;17.05.2022
Luhansk Oblast;Т-64БВ;MBT;17.05.2022;DESTROYED;ОРЕХОВО;ЛУГАНСКАЯ ОБЛАСТЬ;48.721608;38.564900;17.05.2022
Kharkiv Oblast;БТР-4Е;APC;25.02.2022;DESTROYED;СТАРЫЙ САЛТОВ;ХАРЬКОВСКАЯ ОБЛАСТЬ;50.061622;36.534374;
