id;Type;Quant;Date;Status;Province;lat;lon
Kherson Oblast;RECCE;1;25.02.2022;DESTROYED;ХЕРСОНСКАЯ ОБЛАСТЬ;46.611373;32.719687
Kharkiv Oblast;APC;1;24.02.2022;DESTROYED;ХАРЬКОВСКАЯ ОБЛАСТЬ;49.992172;36.231191
Kharkiv Oblast;APC;1;24.02.2022;DESTROYED;ХАРЬКОВСКАЯ ОБЛАСТЬ;49.992172;36.231191
Kherson Oblast;MBT;1;24.02.2022;DESTROYED;ХЕРСОНСКАЯ ОБЛАСТЬ;46.611373;32.719687
Kherson Oblast;AA;1;24.02.2022;DESTROYED;ХЕРСОНСКАЯ ОБЛАСТЬ;46.640319;32.614962
Kherson Oblast;MBT;1;24.02.2022;DESTROYED;ХЕРСОНСКАЯ ОБЛАСТЬ;46.677855;32.719328
Chernihiv Oblast;APC;1;24.02.2022;DESTROYED;ЧЕРНИГОВСКАЯ ОБЛАСТЬ;51.518007;31.357514
Kherson Oblast;APC;1;24.02.2022;DESTROYED;ХЕРСОНСКАЯ ОБЛАСТЬ;46.141706;33.638024
Kyiv Oblast;MBT;1;24.02.2022;DESTROYED;КИЕВСКАЯ ОБЛАСТЬ;50.580265;30.264853
Kharkiv Oblast;RECCE;1;06.05.2022;DESTROYED;ХАРЬКОВСКАЯ ОБЛАСТЬ;49.247920;37.248682
Kharkiv Oblast;APC;1;07.05.2022;DESTROYED;ХАРЬКОВСКАЯ ОБЛАСТЬ;49.247920;37.248682
Kharkiv Oblast;AA;1;07.05.2022;DESTROYED;ХАРЬКОВСКАЯ ОБЛАСТЬ;49.451414;36.842236
Kharkiv Oblast;AA;1;07.05.2022;DESTROYED;ХАРЬКОВСКАЯ ОБЛАСТЬ;49.451414;36.842236
Kharkiv Oblast;AA;1;07.05.2022;DESTROYED;ХАРЬКОВСКАЯ ОБЛАСТЬ;49.451414;36.842236
Donetsk Oblast;MBT;1;08.05.2022;DESTROYED;ДОНЕЦКАЯ ОБЛАСТЬ;47.096703;37.541440
;RECCE;1;08.05.2022;DESTROYED;;;
;APC;1;10.05.2022;CAPTURED;;;
Zaporizhia Oblast;MBT;1;09.05.2022;DESTROYED;ЗАПОРОЖСКАЯ ОБЛАСТЬ;47.346954;35.794415
;MBT;1;10.05.2022;DESTROYED;;;
Kharkiv Oblast;ARV;1;10.05.2022;DESTROYED;ХАРЬКОВСКАЯ ОБЛАСТЬ;49.247920;37.248682
;RECCE;1;10.05.2022;DESTROYED;;;
Kharkiv Oblast;MBT;1;09.05.2022;CAPTURED;ХАРЬКОВСКАЯ ОБЛАСТЬ;49.102643;36.999972
Kharkiv Oblast;MBT;1;09.05.2022;CAPTURED;ХАРЬКОВСКАЯ ОБЛАСТЬ;49.102643;36.999972
Donetsk Oblast;MBT;1;09.05.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;48.015877;37.802850
Kharkiv Oblast;APC;1;09.05.2022;CAPTURED;ХАРЬКОВСКАЯ ОБЛАСТЬ;49.247920;37.248682
Luhansk Oblast;RECCE;1;09.05.2022;CAPTURED;ЛУГАНСКАЯ ОБЛАСТЬ;48.573905;39.307642
Kharkiv Oblast;MBT;1;08.05.2022;CAPTURED;ХАРЬКОВСКАЯ ОБЛАСТЬ;49.247920;37.248682
;RECCE;1;08.05.2022;CAPTURED;;;
Kharkiv Oblast;APC;1;07.05.2022;CAPTURED;ХАРЬКОВСКАЯ ОБЛАСТЬ;49.247920;37.248682
Kharkiv Oblast;MBT;1;07.05.2022;CAPTURED;ХАРЬКОВСКАЯ ОБЛАСТЬ;49.247920;37.248682
;APC;1;06.05.2022;CAPTURED;;;
Mykolaiv Oblast;MBT;1;06.05.2022;CAPTURED;НИКОЛАЕВСКАЯ ОБЛАСТЬ;47.070827;32.799764
Kharkiv Oblast;APC;1;06.05.2022;CAPTURED;ХАРЬКОВСКАЯ ОБЛАСТЬ;49.247920;37.248682
;MBT;1;05.05.2022;CAPTURED;;;
;MBT;1;05.05.2022;CAPTURED;;;
;ARTY;1;03.05.2022;CAPTURED;;;
;ARTY;1;03.05.2022;CAPTURED;;;
;ARTY;1;03.05.2022;CAPTURED;;;
;ARTY;1;03.05.2022;CAPTURED;;;
;AIFV;1;03.05.2022;CAPTURED;;;
Donetsk Oblast;APC;1;02.05.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;48.962550;37.823299
;RECCE;1;30.04.2022;CAPTURED;;;
Kherson Oblast;APC;1;28.04.2022;CAPTURED;ХЕРСОНСКАЯ ОБЛАСТЬ;46.640319;32.614935
Luhansk Oblast;APC;1;26.04.2022;CAPTURED;ЛУГАНСКАЯ ОБЛАСТЬ;48.737154;39.234207
Luhansk Oblast;RECCE;1;26.04.2022;CAPTURED;ЛУГАНСКАЯ ОБЛАСТЬ;48.737154;39.234207
Kharkiv Oblast;ARTY;1;25.04.2022;CAPTURED;ХАРЬКОВСКАЯ ОБЛАСТЬ;49.710797;37.614779
;ARTY;1;25.04.2022;CAPTURED;;;
;MBT;1;25.04.2022;CAPTURED;;;
Kharkiv Oblast;APC;1;25.04.2022;CAPTURED;ХАРЬКОВСКАЯ ОБЛАСТЬ;50.081791;36.306507
;MBT;1;25.04.2022;CAPTURED;;;
Donetsk Oblast;ARV;1;24.04.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;47.614839;37.138321
;APC;1;23.04.2022;CAPTURED;;;
;MBT;1;23.04.2022;CAPTURED;;;
;APC;1;23.04.2022;CAPTURED;;;
;APC;1;23.04.2022;CAPTURED;;;
;APC;1;23.04.2022;CAPTURED;;;
;APC;1;22.04.2022;CAPTURED;;;
;MBT;1;20.04.2022;CAPTURED;;;
Kharkiv Oblast;APC;1;20.04.2022;CAPTURED;ХАРЬКОВСКАЯ ОБЛАСТЬ;49.247920;37.248682
Luhansk Oblast;MBT;1;20.04.2022;CAPTURED;ЛУГАНСКАЯ ОБЛАСТЬ;48.633795;38.376550
Luhansk Oblast;MBT;1;20.04.2022;CAPTURED;ЛУГАНСКАЯ ОБЛАСТЬ;48.633795;38.376550
;APC;1;19.04.2022;CAPTURED;;;
Donetsk Oblast;ARTY;1;19.04.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;47.096703;37.541440
Donetsk Oblast;ARTY;1;19.04.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;47.096703;37.541440
Luhansk Oblast;MBT;1;19.04.2022;CAPTURED;ЛУГАНСКАЯ ОБЛАСТЬ;49.049943;38.221114
Donetsk Oblast;APC;1;18.04.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;47.096703;37.541440
;MBT;1;18.04.2022;CAPTURED;;;
Kherson Oblast;MBT;1;17.04.2022;CAPTURED;ХЕРСОНСКАЯ ОБЛАСТЬ;46.640319;32.614935
;MBT;1;16.04.2022;CAPTURED;;;
Luhansk Oblast;MBT;1;16.04.2022;CAPTURED;ЛУГАНСКАЯ ОБЛАСТЬ;48.633795;38.376550
;MBT;1;16.04.2022;CAPTURED;;;
Donetsk Oblast;APC;1;15.04.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;48.015877;37.802850
Kharkiv Oblast;MBT;1;14.04.2022;CAPTURED;ХАРЬКОВСКАЯ ОБЛАСТЬ;49.247920;37.248682
Kherson Oblast;APC;1;13.04.2022;CAPTURED;ХЕРСОНСКАЯ ОБЛАСТЬ;46.640319;32.614935
Kherson Oblast;APC;1;13.04.2022;CAPTURED;ХЕРСОНСКАЯ ОБЛАСТЬ;46.640319;32.614935
Kherson Oblast;APC;1;13.04.2022;CAPTURED;ХЕРСОНСКАЯ ОБЛАСТЬ;46.640319;32.614935
Donetsk Oblast;MBT;1;13.04.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;47.096703;37.541440
;RECCE;1;12.04.2022;CAPTURED;;;
;ARTY;1;11.04.2022;CAPTURED;;;
Kharkiv Oblast;MBT;1;11.04.2022;CAPTURED;ХАРЬКОВСКАЯ ОБЛАСТЬ;50.081791;36.306507
Kharkiv Oblast;MBT;1;11.04.2022;CAPTURED;ХАРЬКОВСКАЯ ОБЛАСТЬ;50.081791;36.306507
Kharkiv Oblast;MBT;1;10.04.2022;CAPTURED;ХАРЬКОВСКАЯ ОБЛАСТЬ;50.081791;36.306507
Kharkiv Oblast;MBT;1;09.04.2022;CAPTURED;ХАРЬКОВСКАЯ ОБЛАСТЬ;50.081791;36.306507
;APC;1;09.04.2022;CAPTURED;;;
;AA;1;09.04.2022;CAPTURED;;;
;ARV;1;09.04.2022;CAPTURED;;;
Luhansk Oblast;MBT;1;09.04.2022;CAPTURED;ЛУГАНСКАЯ ОБЛАСТЬ;49.282243;38.897393
Donetsk Oblast;RECCE;1;08.04.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;47.096703;37.541440
Kharkiv Oblast;APC;1;07.04.2022;CAPTURED;ХАРЬКОВСКАЯ ОБЛАСТЬ;50.081791;36.306507
Kharkiv Oblast;MBT;1;07.04.2022;CAPTURED;ХАРЬКОВСКАЯ ОБЛАСТЬ;49.247920;37.248682
;MBT;1;07.04.2022;CAPTURED;;;
Donetsk Oblast;APC;1;07.04.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;48.015877;37.802850
Kharkiv Oblast;MBT;1;07.04.2022;CAPTURED;ХАРЬКОВСКАЯ ОБЛАСТЬ;49.247920;37.248682
;RECCE;1;07.04.2022;CAPTURED;;;
;RECCE;1;07.04.2022;CAPTURED;;;
;APC;1;06.04.2022;CAPTURED;;;
Donetsk Oblast;APC;1;06.04.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;47.096703;37.541440
Donetsk Oblast;ARV;1;06.04.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;47.096703;37.541440
Donetsk Oblast;APC;1;06.04.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;47.096703;37.541440
Sumy Oblast;RECCE;1;06.04.2022;CAPTURED;СУМСКАЯ ОБЛАСТЬ;50.911980;34.802764
Donetsk Oblast;MBT;1;06.04.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;47.096703;37.541440
;APC;1;06.04.2022;CAPTURED;;;
;APC;1;06.04.2022;CAPTURED;;;
;APC;1;06.04.2022;CAPTURED;;;
;APC;1;06.04.2022;CAPTURED;;;
;RECCE;1;06.04.2022;CAPTURED;;;
;RECCE;1;06.04.2022;CAPTURED;;;
;ARTY;1;06.04.2022;CAPTURED;;;
Luhansk Oblast;APC;1;04.04.2022;CAPTURED;ЛУГАНСКАЯ ОБЛАСТЬ;48.633795;38.376550
Donetsk Oblast;AIFV;1;03.04.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;48.248958;37.781937
Donetsk Oblast;APC;1;01.04.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;47.096703;37.541440
Kharkiv Oblast;APC;1;31.03.2022;CAPTURED;ХАРЬКОВСКАЯ ОБЛАСТЬ;49.191272;37.278272
Kharkiv Oblast;APC;1;31.03.2022;CAPTURED;ХАРЬКОВСКАЯ ОБЛАСТЬ;49.191272;37.278272
Kharkiv Oblast;APC;1;31.03.2022;CAPTURED;ХАРЬКОВСКАЯ ОБЛАСТЬ;49.191272;37.278272
Kharkiv Oblast;APC;1;31.03.2022;CAPTURED;ХАРЬКОВСКАЯ ОБЛАСТЬ;49.191272;37.278272
Zaporizhia Oblast;MBT;1;30.03.2022;CAPTURED;ЗАПОРОЖСКАЯ ОБЛАСТЬ;47.221454;35.706124
Zaporizhia Oblast;APC;1;30.03.2022;CAPTURED;ЗАПОРОЖСКАЯ ОБЛАСТЬ;47.221454;35.706124
Zaporizhia Oblast;APC;1;30.03.2022;CAPTURED;ЗАПОРОЖСКАЯ ОБЛАСТЬ;47.221454;35.706124
Luhansk Oblast;AA;1;30.03.2022;CAPTURED;ЛУГАНСКАЯ ОБЛАСТЬ;49.409282;38.162050
Kharkiv Oblast;MBT;1;30.03.2022;CAPTURED;ХАРЬКОВСКАЯ ОБЛАСТЬ;49.864659;36.932311
Donetsk Oblast;RECCE;1;28.03.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;47.096703;37.541440
Luhansk Oblast;MBT;1;28.03.2022;CAPTURED;ЛУГАНСКАЯ ОБЛАСТЬ;48.953355;38.490268
;MBT;1;27.03.2022;CAPTURED;;;
Kyiv Oblast;MBT;1;25.03.2022;CAPTURED;КИЕВСКАЯ ОБЛАСТЬ;50.580265;30.264853
;ARTY;1;25.03.2022;CAPTURED;;;
;ARTY;1;25.03.2022;CAPTURED;;;
;ARV;1;25.03.2022;CAPTURED;;;
;MBT;1;25.03.2022;CAPTURED;;;
Chernihiv Oblast;AA;1;24.03.2022;CAPTURED;ЧЕРНИГОВСКАЯ ОБЛАСТЬ;51.491512;31.298320
Donetsk Oblast;RECCE;1;23.03.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;48.015877;37.802850
Donetsk Oblast;APC;1;22.03.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;47.096703;37.541440
Chernihiv Oblast;MBT;1;22.03.2022;CAPTURED;ЧЕРНИГОВСКАЯ ОБЛАСТЬ;51.491512;31.298320
Donetsk Oblast;RECCE;1;22.03.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;47.614839;37.138321
;MBT;1;21.03.2022;CAPTURED;;;
;APC;1;20.03.2022;CAPTURED;;;
;APC;1;20.03.2022;CAPTURED;;;
Donetsk Oblast;APC;1;20.03.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;47.096703;37.541440
Donetsk Oblast;APC;1;20.03.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;47.514305;37.536670
Luhansk Oblast;APC;1;20.03.2022;CAPTURED;ЛУГАНСКАЯ ОБЛАСТЬ;48.633795;38.376550
;MBT;1;20.03.2022;CAPTURED;;;
Donetsk Oblast;APC;1;18.03.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;47.096703;37.541440
Kharkiv Oblast;APC;1;17.03.2022;CAPTURED;ХАРЬКОВСКАЯ ОБЛАСТЬ;;
;APC;1;17.03.2022;CAPTURED;;;
;MBT;1;16.03.2022;CAPTURED;;;
;MBT;1;16.03.2022;CAPTURED;;;
;APC;1;15.03.2022;CAPTURED;;;
Kherson Oblast;RECCE;1;15.03.2022;CAPTURED;ХЕРСОНСКАЯ ОБЛАСТЬ;46.640319;32.614935
Kherson Oblast;RECCE;1;15.03.2022;CAPTURED;ХЕРСОНСКАЯ ОБЛАСТЬ;46.640319;32.614935
Kherson Oblast;MBT;1;15.03.2022;CAPTURED;ХЕРСОНСКАЯ ОБЛАСТЬ;46.640319;32.614935
Kherson Oblast;MBT;1;15.03.2022;CAPTURED;ХЕРСОНСКАЯ ОБЛАСТЬ;46.640319;32.614935
Kherson Oblast;MBT;1;15.03.2022;CAPTURED;ХЕРСОНСКАЯ ОБЛАСТЬ;46.640319;32.614935
Kherson Oblast;MBT;1;15.03.2022;CAPTURED;ХЕРСОНСКАЯ ОБЛАСТЬ;46.640319;32.614935
Kherson Oblast;MBT;1;15.03.2022;CAPTURED;ХЕРСОНСКАЯ ОБЛАСТЬ;46.640319;32.614935
Kherson Oblast;MBT;1;15.03.2022;CAPTURED;ХЕРСОНСКАЯ ОБЛАСТЬ;46.640319;32.614935
;ARTY;1;15.03.2022;CAPTURED;;;
;APC;1;15.03.2022;CAPTURED;;;
;APC;1;15.03.2022;CAPTURED;;;
;APC;1;14.03.2022;CAPTURED;;;
;APC;1;14.03.2022;CAPTURED;;;
Donetsk Oblast;APC;1;14.03.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;47.096703;37.541440
Donetsk Oblast;MBT;1;14.03.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;47.598505;37.483512
Mykolaiv Oblast;AA;1;14.03.2022;CAPTURED;НИКОЛАЕВСКАЯ ОБЛАСТЬ;46.975574;31.993813
;RECCE;1;14.03.2022;CAPTURED;;;
;ARV;1;14.03.2022;CAPTURED;;;
;MBT;1;14.03.2022;CAPTURED;;;
Donetsk Oblast;MBT;1;12.03.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;47.598505;37.483512
Luhansk Oblast;MBT;1;12.03.2022;CAPTURED;ЛУГАНСКАЯ ОБЛАСТЬ;48.573905;39.307642
Donetsk Oblast;MBT;1;12.03.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;47.541082;37.779826
Donetsk Oblast;MBT;1;12.03.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;47.541082;37.779826
Donetsk Oblast;MBT;1;12.03.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;47.541082;37.779826
;APC;1;12.03.2022;CAPTURED;;;
;MBT;1;12.03.2022;CAPTURED;;;
;MBT;1;12.03.2022;CAPTURED;;;
;ARV;1;12.03.2022;CAPTURED;;;
;AA;1;12.03.2022;CAPTURED;;;
Donetsk Oblast;RECCE;1;11.03.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;47.450650;37.581388
Donetsk Oblast;MBT;1;11.03.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;47.598505;37.483512
Donetsk Oblast;APC;1;11.03.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;47.598505;37.483512
Donetsk Oblast;MBT;1;11.03.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;47.598505;37.483512
Donetsk Oblast;MBT;1;11.03.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;47.598505;37.483512
Donetsk Oblast;MBT;1;11.03.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;47.598505;37.483512
;RECCE;1;10.03.2022;CAPTURED;;;
Luhansk Oblast;RECCE;1;10.03.2022;CAPTURED;ЛУГАНСКАЯ ОБЛАСТЬ;49.229553;38.919366
;RECCE;1;10.03.2022;CAPTURED;;;
;RECCE;1;10.03.2022;CAPTURED;;;
;APC;1;09.03.2022;CAPTURED;;;
Kharkiv Oblast;APC;1;09.03.2022;CAPTURED;ХАРЬКОВСКАЯ ОБЛАСТЬ;50.081791;36.306507
Donetsk Oblast;RECCE;1;09.03.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;47.717179;37.576160
Kherson Oblast;AA;1;08.03.2022;CAPTURED;ХЕРСОНСКАЯ ОБЛАСТЬ;46.611373;32.719687
Kherson Oblast;AA;1;08.03.2022;CAPTURED;ХЕРСОНСКАЯ ОБЛАСТЬ;46.611373;32.719687
Zaporizhia Oblast;APC;1;07.03.2022;CAPTURED;ЗАПОРОЖСКАЯ ОБЛАСТЬ;46.755673;36.789317
Zaporizhia Oblast;APC;1;07.03.2022;CAPTURED;ЗАПОРОЖСКАЯ ОБЛАСТЬ;46.755673;36.789317
Kharkiv Oblast;APC;1;06.03.2022;CAPTURED;ХАРЬКОВСКАЯ ОБЛАСТЬ;50.081791;36.306507
Kherson Oblast;RECCE;1;05.03.2022;CAPTURED;ХЕРСОНСКАЯ ОБЛАСТЬ;46.611373;32.719687
Kherson Oblast;RECCE;1;05.03.2022;CAPTURED;ХЕРСОНСКАЯ ОБЛАСТЬ;46.611373;32.719687
Kherson Oblast;RECCE;1;05.03.2022;CAPTURED;ХЕРСОНСКАЯ ОБЛАСТЬ;46.611373;32.719687
Kherson Oblast;RECCE;1;05.03.2022;CAPTURED;ХЕРСОНСКАЯ ОБЛАСТЬ;46.611373;32.719687
Donetsk Oblast;RECCE;1;05.03.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;47.461111;37.865957
Kherson Oblast;APC;1;05.03.2022;CAPTURED;ХЕРСОНСКАЯ ОБЛАСТЬ;46.611373;32.719687
Kherson Oblast;MBT;1;05.03.2022;CAPTURED;ХЕРСОНСКАЯ ОБЛАСТЬ;46.611373;32.719687
Kherson Oblast;MBT;1;05.03.2022;CAPTURED;ХЕРСОНСКАЯ ОБЛАСТЬ;46.611373;32.719687
Kherson Oblast;APC;1;05.03.2022;CAPTURED;ХЕРСОНСКАЯ ОБЛАСТЬ;46.611373;32.719687
Kherson Oblast;RECCE;1;05.03.2022;CAPTURED;ХЕРСОНСКАЯ ОБЛАСТЬ;46.611373;32.719687
Kherson Oblast;ARV;1;05.03.2022;CAPTURED;ХЕРСОНСКАЯ ОБЛАСТЬ;46.611373;32.719687
Kherson Oblast;APC;1;05.03.2022;CAPTURED;ХЕРСОНСКАЯ ОБЛАСТЬ;46.611373;32.719687
Kherson Oblast;APC;1;05.03.2022;CAPTURED;ХЕРСОНСКАЯ ОБЛАСТЬ;46.611373;32.719687
Kherson Oblast;APC;1;05.03.2022;CAPTURED;ХЕРСОНСКАЯ ОБЛАСТЬ;46.611373;32.719687
Kherson Oblast;APC;1;05.03.2022;CAPTURED;ХЕРСОНСКАЯ ОБЛАСТЬ;46.611373;32.719687
Kherson Oblast;APC;1;05.03.2022;CAPTURED;ХЕРСОНСКАЯ ОБЛАСТЬ;46.611373;32.719687
Luhansk Oblast;MBT;1;04.03.2022;CAPTURED;ЛУГАНСКАЯ ОБЛАСТЬ;48.737154;39.234207
Luhansk Oblast;MBT;1;04.03.2022;CAPTURED;ЛУГАНСКАЯ ОБЛАСТЬ;48.796763;39.345751
Donetsk Oblast;MBT;1;04.03.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;47.598505;37.483512
Kharkiv Oblast;APC;1;04.03.2022;CAPTURED;ХАРЬКОВСКАЯ ОБЛАСТЬ;50.053756;36.347771
Kharkiv Oblast;APC;1;04.03.2022;CAPTURED;ХАРЬКОВСКАЯ ОБЛАСТЬ;;
Luhansk Oblast;RECCE;1;03.03.2022;CAPTURED;ЛУГАНСКАЯ ОБЛАСТЬ;48.812037;39.262091
Luhansk Oblast;APC;1;03.03.2022;CAPTURED;ЛУГАНСКАЯ ОБЛАСТЬ;48.973135;39.003107
Luhansk Oblast;MBT;1;03.03.2022;CAPTURED;ЛУГАНСКАЯ ОБЛАСТЬ;48.973135;39.003107
Luhansk Oblast;APC;1;03.03.2022;CAPTURED;ЛУГАНСКАЯ ОБЛАСТЬ;48.973135;39.003107
Kharkiv Oblast;APC;1;03.03.2022;CAPTURED;ХАРЬКОВСКАЯ ОБЛАСТЬ;50.081791;36.306507
;APC;1;03.03.2022;CAPTURED;;;
Luhansk Oblast;APC;1;03.03.2022;CAPTURED;ЛУГАНСКАЯ ОБЛАСТЬ;49.409282;38.162050
Luhansk Oblast;APC;1;03.03.2022;CAPTURED;ЛУГАНСКАЯ ОБЛАСТЬ;49.409282;38.162050
;MBT;1;03.03.2022;CAPTURED;;;
;MBT;1;02.03.2022;CAPTURED;;;
;APC;1;02.03.2022;CAPTURED;;;
Luhansk Oblast;RECCE;1;01.03.2022;CAPTURED;ЛУГАНСКАЯ ОБЛАСТЬ;48.737154;39.234207
Luhansk Oblast;RECCE;1;01.03.2022;CAPTURED;ЛУГАНСКАЯ ОБЛАСТЬ;48.737154;39.234207
;ARTY;1;01.03.2022;CAPTURED;;;
Luhansk Oblast;MBT;1;01.03.2022;CAPTURED;ЛУГАНСКАЯ ОБЛАСТЬ;48.331244;38.856825
Luhansk Oblast;MBT;1;01.03.2022;CAPTURED;ЛУГАНСКАЯ ОБЛАСТЬ;48.331244;38.856825
Luhansk Oblast;APC;1;01.03.2022;CAPTURED;ЛУГАНСКАЯ ОБЛАСТЬ;48.331244;38.856825
;RECCE;1;28.02.2022;CAPTURED;;;
Kyiv Oblast;MBT;1;28.02.2022;CAPTURED;КИЕВСКАЯ ОБЛАСТЬ;50.580265;30.264853
Kyiv Oblast;MBT;1;28.02.2022;CAPTURED;КИЕВСКАЯ ОБЛАСТЬ;50.580265;30.264853
Kyiv Oblast;MBT;1;28.02.2022;CAPTURED;КИЕВСКАЯ ОБЛАСТЬ;50.580265;30.264853
Kyiv Oblast;MBT;1;28.02.2022;CAPTURED;КИЕВСКАЯ ОБЛАСТЬ;50.580265;30.264853
Kyiv Oblast;MBT;1;28.02.2022;CAPTURED;КИЕВСКАЯ ОБЛАСТЬ;50.580265;30.264853
Kyiv Oblast;MBT;1;28.02.2022;CAPTURED;КИЕВСКАЯ ОБЛАСТЬ;50.580265;30.264853
Kyiv Oblast;APC;1;28.02.2022;CAPTURED;КИЕВСКАЯ ОБЛАСТЬ;50.580265;30.264853
Kyiv Oblast;MBT;1;28.02.2022;CAPTURED;КИЕВСКАЯ ОБЛАСТЬ;50.580265;30.264853
;APC;1;28.02.2022;CAPTURED;;;
;APC;1;26.02.2022;CAPTURED;;;
Sumy Oblast;AIFV;1;24.02.2022;DESTROYED;СУМСКАЯ ОБЛАСТЬ;51.678068;33.912848
Sumy Oblast;AIFV;1;24.02.2022;DESTROYED;СУМСКАЯ ОБЛАСТЬ;51.678068;33.912848
Sumy Oblast;AIFV;1;24.02.2022;CAPTURED;СУМСКАЯ ОБЛАСТЬ;51.678068;33.912848
Sumy Oblast;AIFV;1;24.02.2022;CAPTURED;СУМСКАЯ ОБЛАСТЬ;51.678068;33.912848
Donetsk Oblast;AIFV;1;24.02.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;47.627720;37.756461
Donetsk Oblast;AIFV;1;24.02.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;47.627720;37.756461
Kherson Oblast;AIFV;1;25.02.2022;CAPTURED;ХЕРСОНСКАЯ ОБЛАСТЬ;46.455222;33.011222
Kherson Oblast;AIFV;1;25.02.2022;DESTROYED;ХЕРСОНСКАЯ ОБЛАСТЬ;46.455222;33.011222
Kherson Oblast;AIFV;1;26.02.2022;DESTROYED;ХЕРСОНСКАЯ ОБЛАСТЬ;46.611373;32.719687
Kherson Oblast;AIFV;1;26.02.2022;DESTROYED;ХЕРСОНСКАЯ ОБЛАСТЬ;46.729306;32.689917
Sumy Oblast;AIFV;1;26.02.2022;DESTROYED;СУМСКАЯ ОБЛАСТЬ;50.911980;34.802764
Donetsk Oblast;AIFV;1;26.02.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;47.627720;37.756461
Kherson Oblast;AIFV;1;26.02.2022;CAPTURED;ХЕРСОНСКАЯ ОБЛАСТЬ;46.611373;32.719687
Kherson Oblast;AIFV;1;26.02.2022;CAPTURED;ХЕРСОНСКАЯ ОБЛАСТЬ;46.581667;32.947917
Kherson Oblast;AIFV;1;26.02.2022;CAPTURED;ХЕРСОНСКАЯ ОБЛАСТЬ;46.581667;32.947917
Sumy Oblast;AIFV;1;26.02.2022;CAPTURED;СУМСКАЯ ОБЛАСТЬ;50.911980;34.802764
Donetsk Oblast;AIFV;1;28.02.2022;DESTROYED;ДОНЕЦКАЯ ОБЛАСТЬ;47.634783;37.561275
Donetsk Oblast;AIFV;1;02.03.2022;DESTROYED;ДОНЕЦКАЯ ОБЛАСТЬ;47.598505;37.483512
Kyiv Oblast;AIFV;1;04.03.2022;DESTROYED;КИЕВСКАЯ ОБЛАСТЬ;50.467221;29.814851
Donetsk Oblast;AIFV;1;05.03.2022;DESTROYED;ДОНЕЦКАЯ ОБЛАСТЬ;47.350722;37.136139
Donetsk Oblast;AIFV;1;06.03.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;47.514305;37.536670
Luhansk Oblast;AIFV;1;06.03.2022;CAPTURED;ЛУГАНСКАЯ ОБЛАСТЬ;48.573905;39.307642
Luhansk Oblast;AIFV;1;06.03.2022;CAPTURED;ЛУГАНСКАЯ ОБЛАСТЬ;48.573905;39.307642
